Ticker,Trailing P/E,Forward P/E,P/B,PEG Ratio,ROE,ROA,Debt/Equity,Current Ratio,Quick Ratio,Profit Margin,Operating Margin,Gross Margin,Revenue Growth,Earnings Growth,Trailing EPS,Forward EPS,Market Cap,Enterprise Value,Dividend Yield,Payout Ratio,Beta,Sector,Industry,Shares Outstanding,Float Shares,Book Value Per Share,P/S,EV/Revenue,EV/EBITDA,Insider Ownership,Institutional Ownership,Short Ratio,Most Recent Quarter,Earnings Date
CTVA,47.18919,21.177807,2.401056,1.47,0.051370002,0.043270003,13.64,1.467,0.9,0.064959995,0.2369,0.48561,0.11,0.121,1.85,4.12224,58387984384,60020985856.0,0.82,0.3838,0.558,Basic Materials,Agricultural Inputs,668820000,666873734.0,36.359,3.2639043,3.355,14.494,0.00126,0.90867996,4.15,2026-03-31,2026-07-30
CVNA,45.861538,36.735836,16.018269,,0.67946,0.1086,133.119,4.311,2.016,0.06924,0.07567,0.20628001,0.58,9.467,8.45,10.5491,45320470528,58858557440.0,,0.0,3.614,Consumer Cyclical,Auto & Truck Dealerships,116947000,139981388.0,24.193,2.2301185,2.896,27.262,0.02131,1.04824,5.32,2025-12-31,2026-04-29
CVNA,39.15116,34.202705,12.942533,,0.60172004,0.114300005,121.351,4.087,1.844,0.06398,0.09033,0.20131001,0.52,0.119,1.72,1.96885,73860915200,51865858048.0,,0.0,3.462,Consumer Cyclical,Auto & Truck Dealerships,716288385,702836489.0,5.203,3.2795007,2.303,22.146,0.02046,1.08278,6.26,2026-03-31,2026-07-29
CVS,55.611515,9.447557,1.3062508,0.22,0.022869999,0.02471,106.06,0.842,0.568,0.00442,0.01572,0.13288,0.084,0.766,1.39,8.18201,99068018688,167861911552.0,3.44,1.9137,0.505,Healthcare,Healthcare Plans,1281604403,1269628475.0,59.177,0.24777287,0.42,11.478,0.00068000006,0.90274,2.56,2025-12-31,2026-05-06
CVS,47.135967,12.77598,1.7662914,0.3,0.037520003,0.026659999,100.912,0.866,0.611,0.00723,0.04124,0.13387999,0.061,0.631,2.28,8.41188,137123905536,203847909376.0,2.48,1.1667,0.598,Healthcare,Healthcare Plans,1275927307,1273209582.0,60.845,0.3380617,0.503,13.227,0.00062,0.90203005,2.32,2026-03-31,2026-08-05
CVX,27.793053,15.913158,1.9541183,1.13,0.07231,0.03794,24.323,1.155,0.724,0.06661,0.09462,0.41896,-0.082,-0.238,6.62,11.56213,366489468928,413302980608.0,3.87,1.0317,0.587,Energy,Oil & Gas Integrated,1991898801,1853872797.0,94.155,1.9847361,2.238,10.983,0.070250005,0.68152,1.39,2025-12-31,2026-05-01
CVX,32.701572,15.007461,2.0168774,0.77,0.06638,0.0346,23.989,1.094,0.725,0.059270002,0.07312,0.42421,0.023,-0.445,5.73,12.48579,373185576960,416287784960.0,3.8,1.2038,0.488,Energy,Oil & Gas Integrated,1991597732,1882374685.0,92.906,2.0091827,2.241,10.982,0.047270004,0.70328003,1.98,2026-03-31,2026-07-31
D,17.988472,16.366749,1.9531274,2.76,0.09741,0.03108,150.094,0.773,0.352,0.18163,0.22038001,0.49019,0.204,3.655,3.47,3.81383,54864977920,110070800384.0,4.28,0.76949996,0.658,Utilities,Utilities - Regulated Electric,878964717,877054423.0,31.959,3.3239415,6.669,13.571,0.00125,0.84025,5.8,2025-12-31,2026-05-01
D,20.955751,18.620062,2.2177823,3.05,0.09787,0.03086,154.901,0.777,0.316,0.16929,0.28751,0.47263,0.231,-0.102,3.39,3.81524,62480568320,119890509824.0,3.76,0.78760004,0.636,Utilities,Utilities - Regulated Electric,879512484,877696492.0,32.032,3.5807533,6.871,14.55,0.00124,0.82736,3.84,2026-03-31,2026-07-31
DAL,12.289051,10.44413,2.6995478,0.21,0.2499,0.04341,105.021,0.418,0.28,0.068670005,0.03179,0.19900998,0.129,,6.85,8.06003,55305785344,70673072128.0,0.9,0.103999995,1.313,Industrials,Airlines,656994340,649010520.0,31.183,0.8485345,1.084,9.09,0.06526,0.83643997,3.15,2026-03-31,2026-07-10
DAL,13.95854,9.503733,2.523611,0.21,0.20125,0.04019,96.649,0.424,0.267,0.05784,0.07921,0.187,0.187,-0.254,6.03,8.85652,55352131584,71472054272.0,0.92,0.1244,1.288,Industrials,Airlines,657623030,649595930.0,33.353,0.8105808,1.047,9.521,0.06521,0.83700997,3.63,2026-06-30,2026-07-10
DASH,86.33333,24.196276,7.9592276,1.88,0.10439,0.03234,32.749,1.406,1.121,0.06816,0.052589998,0.51826,0.377,0.477,2.13,7.59993,79886663680,77683662848.0,,0.0,1.925,Consumer Cyclical,Internet Retail,409966858,373146171.0,23.104,5.8239164,5.663,63.78,0.0057599996,0.98864996,3.06,2025-12-31,2026-05-06
DASH,86.8585,23.71111,7.871922,4.21,0.09922,0.03309,32.194,1.426,1.123,0.0629,0.052529998,0.51763,0.331,-0.061,2.12,7.76598,80233242624,77999243264.0,,0.0,1.779,Consumer Cyclical,Internet Retail,411336610,376731121.0,23.392,5.4502573,5.299,57.777,0.0064999997,0.93364996,4.08,2026-03-31,2026-08-05
DD,225.4762,18.631609,1.391992,1.72,0.0051700003,0.01857,24.484,2.419,0.941,-0.11374,0.34687,0.34500998,,,0.21,2.54138,19407683584,22284544000.0,1.69,6.8095,1.122,Basic Materials,Specialty Chemicals,409877186,407590765.0,34.016,2.8336523,3.254,14.738,0.00183,0.78850996,2.51,2025-12-31,2026-05-05
DD,118.67544,17.851675,1.316486,1.72,0.00896,0.01983,22.594,2.683,1.076,-0.00419,0.13801,0.35009998,0.043,,1.14,7.57856,18266775552,21190899712.0,1.77,3.2104998,1.083,Basic Materials,Specialty Chemicals,135019401,136065185.0,102.766,2.6404705,3.063,13.645,0.0019,0.78091,4.15,2026-03-31,2026-08-04
DDOG,422.03333,48.021637,11.959006,0.95,0.03343,-0.0043,34.269,3.382,3.278,0.03144,0.0100300005,0.79976,0.292,-0.033,0.3,2.63652,44801118208,41443827712.0,,0.0,1.294,Technology,Software - Application,328483364,325032838.0,10.587,13.072382,12.093,5504.559,0.0072500003,0.91015,2.2,2025-12-31,2026-05-07
DDOG,663.30774,89.78301,23.080835,1.64,0.039300002,-0.0021600001,32.221,3.397,3.285,0.03695,0.00797,0.79906,0.322,1.04,0.39,2.88128,92083339264,88609775616.0,,0.0,1.543,Technology,Software - Application,330825798,328910774.0,11.208,25.07695,24.131,2558.093,0.0064600003,0.92931,2.53,2026-03-31,2026-08-06
DE,33.78054,26.170849,5.882573,1.37,0.18349001,0.03828,376.022,2.213,1.972,0.10104,0.17479,0.25965,-0.111,-0.085,17.68,22.82081,161318879232,200863432704.0,1.08,0.3671,0.897,Industrials,Farm & Heavy Construction Machinery,270107282,269394851.0,101.527,3.4078813,4.243,23.318,0.00156,0.82634,4.86,2020-08-02,2026-08-20
DECK,13.390625,12.84182,5.141813,1.29,0.39688,0.19903,13.14,2.856,2.122,0.19348,0.31384,0.57545,0.071,0.11,7.04,7.34086,13381622784,11637760000.0,,0.0,1.141,Consumer Cyclical,Footwear & Accessories,141949971,140671002.0,18.334,2.48974,2.165,8.557,0.00588,0.98467004,2.62,2025-12-31,2026-05-21
DECK,15.169516,12.802972,5.9634876,1.33,0.40859002,0.2175,15.01,3.545,2.771,0.18714,0.14002,0.57703996,0.096,-0.048,7.02,8.3176,14789433344,13257377792.0,,0.0,1.167,Consumer Cyclical,Footwear & Accessories,138880957,137649083.0,17.857,2.7026012,2.423,9.903,0.0057599996,1.0001999,3.07,2026-03-31,2026-07-23
DELL,27.103685,15.914484,-62.106647,0.99,,0.0602,,0.91,0.594,0.05228,0.09623,0.20125,0.395,0.573,8.68,14.78276,152817418240,172645777408.0,1.07,0.24190001,1.062,Technology,Computer Hardware,325034188,300008273.0,-3.788,1.3459584,1.521,15.069,0.07671,0.82383,3.26,2026-01-30,2026-05-28
DELL,31.55573,18.200562,-183.23624,0.64,,0.07004,,0.946,0.612,0.062750004,0.088570006,0.19212,0.875,2.825,12.56,21.77625,256092078080,277214134272.0,0.64,0.1757,1.376,Technology,Computer Hardware,325046693,302646989.0,-2.163,1.9111063,2.069,19.71,0.0749,0.82179,1.28,2026-05-01,2026-09-03
DG,15.10657,12.971516,2.6772225,1.54,0.18992001,0.04551,184.665,1.135,0.166,0.0354,0.0608,0.30661,0.059,1.219,6.85,7.97748,22789019648,37369176064.0,2.28,0.3445,0.282,Consumer Defensive,Discount Stores,220226320,218334576.0,38.652,0.5333963,0.875,11.3,0.0027700001,1.02047,2.77,2026-01-30,2026-06-02
DG,17.78642,15.703753,3.1366925,1.82,0.1891,0.04632,178.649,1.169,0.188,0.03632,0.05919,0.30827,0.034,0.124,7.07,8.00764,27738769408,42184056832.0,1.88,0.33380002,0.247,Consumer Defensive,Discount Stores,220586647,218716072.0,40.09,0.64395916,0.979,12.453,0.00282,1.0188401,2.23,2026-05-01,2026-06-02
DGX,22.262556,16.99152,2.9919305,1.56,0.14751,0.06196,90.379,1.044,0.802,0.089899994,0.1397,0.33330002,0.071,0.11,8.76,11.47749,21585707008,27707129856.0,1.76,0.36,0.654,Healthcare,Diagnostics & Research,110684580,109264253.0,65.182,1.956113,2.511,12.739,0.00418,1.0024099,4.93,2025-12-31,2026-04-21
DGX,23.25386,18.053854,3.174804,1.62,0.14538999,0.06348,82.737,1.179,0.91,0.0908,0.14197,0.33277,0.092,0.155,9.06,11.66953,23321524224,29715523584.0,1.63,0.36020002,0.571,Healthcare,Diagnostics & Research,110696429,110128556.0,66.36,2.0678775,2.635,13.349,0.00426,0.98086,4.23,2026-03-31,2026-07-23
DHI,13.619091,12.536937,1.8136585,1.31,0.13477,0.07825,22.872,6.332,0.554,0.09948,0.110240005,0.22068001,-0.095,-0.222,11.0,11.94949,43609624576,47070265344.0,1.2,0.15010001,1.445,Consumer Cyclical,Residential Construction,289703395,256793089.0,82.601,1.3008362,1.404,10.539,0.113170005,0.8813,5.85,2025-12-31,2026-04-21
DHI,14.02723,12.448669,1.8017247,1.29,0.13084,0.07298,27.453,6.37,0.432,0.09513,0.11257,0.21597,-0.023,-0.132,10.65,12.00048,42363957248,47662657536.0,1.2,0.1596,1.361,Consumer Cyclical,Residential Construction,283579613,250675871.0,82.915,1.2703446,1.429,11.166,0.116059996,0.88811994,4.99,2026-03-31,2026-07-21
DHR,38.794823,21.404345,2.6205661,1.26,0.07053,0.04183,37.487,1.874,1.398,0.1471,0.2217,0.59231997,0.046,0.125,5.02,9.09862,137824452608,152803393536.0,0.82,0.2545,0.986,Healthcare,Diagnostics & Research,707699419,630089452.0,74.316,5.609917,6.22,19.503,0.10785,0.84797996,1.68,2025-12-31,2026-04-21
DHR,39.501938,22.063656,2.7243445,1.3,0.0708,0.0419,37.17,1.868,1.402,0.14887999,0.22937,0.58992,0.037,0.098,5.16,9.23827,144264888320,158255890432.0,0.78,0.2636,0.823,Healthcare,Diagnostics & Research,707770627,630630706.0,74.818,5.8222976,6.387,19.944,0.10736,0.84457,2.57,2026-03-27,2026-07-21
DIS,15.653903,14.48,1.7402054,3.02,0.12024,0.04366,40.909,0.669,0.545,0.128,0.15361,0.37284002,0.052,-0.043,6.79,7.34047,188493299712,234788847616.0,1.41,0.1841,1.441,Communication Services,Entertainment,1771519851,1768738565.0,61.079,1.9692978,2.453,12.161,0.00077,0.77271,1.77,2025-12-27,2026-05-06
DIS,15.6272,13.065311,1.5678122,2.27,0.1101,0.04449,41.069,0.679,0.554,0.1154,0.15512,0.3716,0.065,-0.298,6.25,7.47552,169605070848,217885065216.0,1.54,0.2,1.398,Communication Services,Entertainment,1736511424,1733698275.0,62.297,1.7437779,2.24,11.049,0.00062,0.77919,2.15,2026-03-28,2026-08-05
DLR,56.877094,62.9082,3.1520123,19.01,0.05469,0.01175,81.655,1.3,1.223,0.2152,0.14147,0.55158,0.171,-0.534,3.58,3.23678,71227179008,89419341824.0,2.4,1.3630999,1.091,Real Estate,REIT - Specialty,343615444,321562205.0,64.6,11.713638,14.705,32.17,0.00018999999,1.0293499,0.01,2025-12-31,2026-04-23
DLR,46.122017,64.3857,2.6801486,11.19,0.05688,0.01255,76.592,1.227,1.119,0.21823,0.17191,0.55342996,0.167,0.676,3.77,2.7006,65425653760,80850321408.0,2.81,1.2944,1.053,Real Estate,REIT - Specialty,369976002,330124918.0,64.877,10.361919,12.805,27.989,0.00013,0.99034,0.02,2026-03-31,2026-07-23
DLTR,15.254209,12.2594385,4.790125,1.13,0.31693,0.06475,187.904,1.067,0.222,0.06607,0.13514,0.36693,0.09,,5.94,7.39104,17644068864,24214990848.0,,0.0,0.609,Consumer Defensive,Discount Stores,194725406,184438319.0,18.916,0.90893525,1.247,10.477,0.00154,1.1104,3.52,2026-01-31,2026-05-28
DLTR,20.215088,16.40681,6.944965,1.6,0.33976,0.067389995,216.518,1.161,0.316,0.06514,0.09088001,0.36991,0.072,0.095,6.23,7.67608,24202469376,30788466688.0,,0.0,0.651,Consumer Defensive,Discount Stores,192174588,191561551.0,18.134,1.2255719,1.559,12.8,0.00159,1.05832,4.22,2026-05-02,2026-05-28
DOC,173.70001,86.850006,1.6096748,4.32,0.01164,0.01656,122.183,1.218,0.669,0.02528,0.20066999,0.59973997,0.031,24.484,0.1,0.2,12076608512,22546341888.0,7.02,12.2003,1.079,Real Estate,REIT - Healthcare Facilities,695256660,692312474.0,10.791,4.2786736,7.988,14.491,0.0028799998,0.98091006,4.33,2025-12-31,2026-05-05
DOC,70.34375,-150.06667,1.9996446,4.32,0.027999999,0.01498,118.243,2.039,1.407,0.07734,0.12307999,0.58329,0.071,3.639,0.32,-0.15,15518837760,26288347136.0,5.42,3.8126001,1.004,Real Estate,REIT - Healthcare Facilities,689419702,686648235.0,11.257,5.4024134,9.151,17.029,0.00296,1.02306,3.74,2026-03-31,2026-08-04
DOV,27.486828,19.04041,3.9891837,1.95,0.15285,0.06965,48.404,1.79,1.225,0.13518,0.18225999,0.40164003,0.088,-0.801,7.97,11.50553,29545232384,31452874752.0,0.95,0.2597,1.254,Industrials,Specialty Industrial Machinery,134796450,134093840.0,54.916,3.650908,3.887,17.24,0.012569999,0.92493,2.8,2025-12-31,2026-04-23
DOV,26.739075,18.49105,3.850773,1.81,0.14998001,0.07056,43.927,1.865,1.247,0.13304,0.16395001,0.40041,0.101,0.053,8.01,11.5829,28841779200,30489978880.0,0.97,0.2594,1.16,Industrials,Specialty Industrial Machinery,134661414,133908657.0,55.62,3.48325,3.682,16.341,0.01255,0.94968003,3.44,2026-03-31,2026-07-23
DOW,,22.944057,1.5950534,38.89,-0.13818,-0.00066,111.871,1.967,1.023,-0.065630004,-0.031400003,0.062319998,-0.091,,-3.7,1.5516,25618448384,42390212608.0,3.93,7.0,0.495,Basic Materials,Chemicals,719619373,715783289.0,22.319,0.64097404,1.061,15.683,0.0021600001,0.71021,1.4,2025-12-31,2026-04-23
DOW,,15.413861,1.4141892,38.89,-0.15262,-0.00135,117.133,1.848,0.903,-0.07244,0.0001,0.06255,-0.061,,-4.0,1.94111,21564583936,38383583232.0,4.68,7.0,0.435,Basic Materials,Chemicals,720741438,718946792.0,21.157,0.54828465,0.976,14.528,0.00236,0.73623,2.73,2026-03-31,2026-07-23
DPZ,21.187927,17.332285,-3.2071648,1.67,,0.34565,,1.651,0.815,0.121800005,0.19243,0.28625,0.064,0.095,17.56,21.4663,12511967232,17434576896.0,2.14,0.3961,1.185,Consumer Cyclical,Restaurants,33625700,30084748.0,-116.009,2.53279,3.529,17.276,0.10415,0.92042,3.39,2025-12-28,2026-04-27
DPZ,18.54807,15.500319,-2.7629085,1.58,,0.32489,,1.603,0.911,0.118879996,0.19344999,0.28701,0.035,-0.046,17.37,20.78538,10716309504,15619160064.0,2.47,0.41509998,0.975,Consumer Cyclical,Restaurants,33261870,30568989.0,-116.609,2.152504,3.137,15.287,0.0047,1.1216999,3.77,2026-03-22,2026-07-20
DRI,20.41412,17.035702,10.560946,1.7,0.51539004,0.07255,387.681,0.387,0.133,0.086619996,0.13153,0.21507,0.059,-0.033,9.49,11.372,22188865536,30105266176.0,3.1,0.6217,0.594,Consumer Cyclical,Restaurants,114535003,114026468.0,18.344,1.7384217,2.359,14.987,0.00298,0.99579,4.85,2026-02-22,2026-03-19
DRI,19.016285,16.027765,10.279605,1.8,0.53718,0.07817,362.378,0.314,0.116,0.09134,0.14335,0.21667999,0.137,0.36,10.44,12.38663,22738632704,30471979008.0,3.08,0.5747,0.585,Consumer Cyclical,Restaurants,114535003,113791365.0,19.313,1.7212024,2.307,14.18,0.0028799998,0.99273,4.37,2026-05-31,2026-09-24
DTE,20.907537,17.67402,2.481848,2.04,0.12177,0.02943,213.601,0.804,0.436,0.09245,0.15921,0.30309,0.289,0.255,7.03,8.31616,30575970304,56629997568.0,3.07,0.6309,0.428,Utilities,Utilities - Regulated Electric,208028117,206696170.0,59.222,1.9334748,3.581,15.657,0.00402,0.7925,4.12,2025-12-31,2026-04-30
DTE,24.373356,17.73692,2.501646,2.07,0.10423,0.027780002,218.787,0.953,0.509,0.07654,0.10231,0.28689,0.158,-0.444,6.08,8.35489,30827716608,57566715904.0,3.14,0.7418,0.381,Utilities,Utilities - Regulated Electric,208028313,206900800.0,59.237,1.8666495,3.486,16.23,0.00404,0.81717,3.9,2026-03-31,2026-07-28
DUK,20.290016,17.88628,1.9581242,2.74,0.09724,0.02806,171.838,0.552,0.213,0.15628,0.28087,0.51897,0.08,-0.022,6.31,7.158,99635085312,192577208320.0,3.33,0.6688,0.454,Utilities,Utilities - Regulated Electric,778216672,775672252.0,65.384,3.1341643,6.058,11.828,0.00119,0.70448,3.12,2025-12-31,2026-05-05
DUK,19.232307,17.43787,1.818433,2.51,0.09661,0.02782,161.495,0.661,0.299,0.15706,0.25507,0.5105,0.113,0.12,6.5,7.16888,97457324032,189520330752.0,3.47,0.65230006,0.373,Utilities,Utilities - Regulated Electric,779596217,777553675.0,68.746,2.9786158,5.792,11.501,0.00122,0.70837,4.81,2026-03-31,2026-08-04
DVA,15.553102,9.019656,-15.572752,0.55,0.64848,0.0732,1111.353,1.292,1.165,0.05474,0.15228,0.32255,0.099,0.065,9.51,16.39863,9887635456,23863498752.0,,0.0,0.915,Healthcare,Medical Care Facilities,66849000,35218296.0,-9.498,0.72473687,1.749,8.674,0.50441,0.52818,6.94,2025-12-31,2026-02-02
DVA,22.82948,13.759982,-20.759527,0.73,0.80981004,0.07496,1261.331,1.417,1.283,0.056479998,0.13864,0.32454,0.06,0.435,10.38,17.22168,15209919488,29571430400.0,,0.0,0.882,Healthcare,Medical Care Facilities,64185000,34171092.0,-11.415,1.0993729,2.137,10.589,0.46897998,0.5291,5.4,2026-03-31,2026-05-05
DVN,10.606714,8.32253,1.7716804,2.77,0.17736,0.07715,55.951,0.98,0.777,0.16473,0.22656,0.47699,-0.121,-0.085,4.17,5.31449,27486961664,34723143680.0,2.17,0.23020001,0.526,Energy,Oil & Gas E&P,621440299,614485156.0,24.965,1.7138647,2.165,4.645,0.00832,0.82749003,1.73,2025-12-31,2026-05-05
DVN,12.208915,8.264697,1.7642088,2.92,0.15178001,0.060739998,56.359,1.006,0.848,0.14172,0.06856,0.46929002,-0.008,-0.753,3.59,5.30328,50553663488,34167961600.0,2.37,0.2674,0.432,Energy,Oil & Gas E&P,1153403107,616932134.0,24.844,3.1590116,2.135,5.083,0.00669,0.50574,1.88,2026-03-31,2026-08-04
DXCM,30.612442,21.394846,8.965807,1.4,0.34497002,0.088870004,50.852,1.883,1.535,0.17939,0.25643,0.60101,0.131,0.78,2.09,2.99044,24688154624,24021352448.0,,0.0,1.556,Healthcare,Medical Devices,385872977,382944366.0,7.136,5.2956142,5.153,20.644,0.0028400002,1.01397,3.77,2025-12-31,2026-04-30
DXCM,32.896996,24.906822,10.003916,1.45,0.35624,0.09651,46.833,1.948,1.583,0.19311,0.2142,0.61504,0.15,0.922,2.33,3.07747,29577164800,28546762752.0,,0.0,1.453,Healthcare,Medical Devices,385872977,384537856.0,7.662,6.1390157,5.925,22.09,0.00271,1.0328801,3.42,2026-03-31,2026-07-30
EA,76.34082,22.164276,8.288131,1.79,0.10027,0.048070002,36.443,0.926,0.84,0.09307,0.08574,0.78264,0.01,-0.685,2.67,9.19633,51009216512,50352214016.0,0.37,0.2846,0.725,Communication Services,Electronic Gaming & Multimedia,250253713,224762870.0,24.593,6.9818254,6.892,37.437,0.00206,0.95377,4.66,2025-12-31,2026-05-05
EA,59.515667,21.695284,7.743059,1.29,0.1349,0.05696,27.41,1.046,0.951,0.11778,0.24009001,0.78967005,0.119,0.853,3.51,9.62882,52381982720,51255984128.0,0.36,0.2165,0.641,Communication Services,Electronic Gaming & Multimedia,250751484,212338864.0,26.979,6.955515,6.806,34.516,0.00226,0.94835997,4.53,2026-03-31,2026-05-05
EBAY,24.565727,15.690903,10.181942,2.41,0.40847,0.077989995,155.623,1.097,0.976,0.18297,0.16223,0.71449995,0.15,-0.184,4.26,6.66947,47301799936,51146199040.0,1.18,0.2723,1.33,Consumer Cyclical,Internet Retail,448000000,446091520.0,10.278,4.261423,4.608,18.845,0.0030500002,0.95466006,2.74,2025-12-31,2026-04-29
EBAY,25.879908,16.646215,11.328345,1.75,0.42875,0.085930005,163.327,1.219,1.109,0.17615,0.23146999,0.71786004,0.195,0.071,4.33,6.73186,49754640384,53100638208.0,1.11,0.2725,1.365,Consumer Cyclical,Internet Retail,444000000,398765280.0,9.892,4.2877145,4.576,17.813,0.00486,0.96139,3.95,2026-03-31,2026-08-05
ECHO,,-807.0175,4.726189,1.33,-1.1228399,0.00397,515.06,0.302,0.236,-0.97559,0.08908,0.27082002,-0.052,,-50.21,-0.114,26662842368,54434852864.0,,0.0,1.004,Communication Services,Telecom Services,158465020,136847031.0,19.466,1.8012124,3.677,34.29,0.13111,1.14209,2.36,2026-03-31,
ECL,37.74725,28.41432,7.93188,2.54,0.22516,0.07836,91.769,1.076,0.767,0.12907,0.19048999,0.44512,0.048,0.202,7.28,9.67118,77610049536,85870206976.0,1.0,0.36810002,1.024,Basic Materials,Specialty Chemicals,282423768,281382952.0,34.645,4.8261356,5.34,21.861,0.0015199999,0.94258004,1.73,2025-12-31,2026-04-28
ECL,36.918808,29.156199,7.675406,2.57,0.22427,0.08009,92.369,0.991,0.682,0.12798999,0.16933,0.44374,0.1,0.078,7.39,9.35753,76784590848,85559394304.0,1.07,0.3735,0.895,Basic Materials,Specialty Chemicals,281437502,280846483.0,35.546,4.667104,5.2,21.173,0.00158,0.93811995,1.9,2026-03-31,2026-07-28
ED,19.530142,16.992504,1.6443734,2.62,0.08767,0.03187,117.317,1.021,0.83,0.11958,0.17802,0.53251,0.089,-0.083,5.64,6.48227,40581599232,66541404160.0,3.15,0.6028,0.335,Utilities,Utilities - Regulated Electric,368421246,360633317.0,66.986,2.3987234,3.933,11.05,0.00179,0.72886,4.01,2025-12-31,2026-05-07
ED,18.949411,17.318707,1.6155792,2.96,0.08732,0.0317,106.177,1.189,0.755,0.12524,0.25613,0.53192,0.062,0.129,5.93,6.48836,41411682304,68441681920.0,3.13,0.5797,0.264,Utilities,Utilities - Regulated Electric,368529705,367936372.0,69.554,2.405558,3.976,11.375,0.00187,0.75078005,5.85,2026-03-31,2026-08-06
EFX,36.883457,19.079845,5.1310077,0.9,0.13757,0.06041,110.637,0.605,0.511,0.1087,0.18109,0.56447,0.092,0.024,5.32,10.28415,23670921216,28794679296.0,1.05,0.35529998,1.559,Industrials,Consulting Services,120634597,119762459.0,38.242,3.8967686,4.74,15.41,0.00629,0.98747003,3.04,2025-12-31,2026-04-21
EFX,31.176058,17.240019,4.6525316,1.44,0.1437,0.0627,113.353,0.607,0.512,0.11123,0.17448,0.56124,0.143,0.34,5.68,10.27145,21361975296,26352142336.0,1.26,0.36270002,1.316,Industrials,Consulting Services,119072409,118563970.0,38.061,3.4008303,4.195,13.662,0.0064,1.0532,3.41,2026-03-31,2026-07-21
EG,9.301137,5.7601542,0.9252731,0.97,0.10847,0.02219,24.481,1.124,0.717,0.0907,0.1233,0.124960005,-0.029,,37.79,61.02093,14196733952,13669734400.0,2.28,0.2116,0.333,Financial Services,Insurance - Reinsurance,40020144,31017213.0,379.877,0.8093458,0.779,,0.00691,0.90809,2.44,2025-12-31,2026-04-29
EG,7.7884774,6.3289948,0.9957678,0.97,0.13822,0.02655,23.471,0.382,0.24,0.11732,0.20232001,0.15487,-0.047,2.307,49.12,60.4472,15138907136,15089907712.0,2.09,0.16290002,0.287,Financial Services,Insurance - Reinsurance,39571602,27049564.0,384.196,0.87321377,0.87,,0.00804,1.01275,3.05,2026-03-31,2026-07-29
EIX,6.125541,10.856722,1.5937197,3.35,0.24103001,0.03809,215.738,0.729,0.271,0.23083,0.35949,0.5783,0.308,4.463,11.55,6.5167,27232096256,70791954432.0,4.96,0.2909,0.767,Utilities,Utilities - Regulated Electric,384905951,383786623.0,44.393,1.4097477,3.665,8.584,0.0026800002,0.93884003,2.56,2025-12-31,2026-04-28
EIX,8.438044,11.921269,1.7330059,3.69,0.18864,0.039,226.101,0.74,0.285,0.18124,0.27492002,0.58677,0.077,-0.632,9.2,6.51189,29871552512,74047553536.0,4.52,0.3707,0.649,Utilities,Utilities - Regulated Electric,384793941,363337831.0,44.795,1.5233593,3.776,8.637,0.00264,0.94624,5.62,2026-03-31,2026-07-30
EL,,25.254114,6.836533,1.42,-0.04341,0.04423,232.945,1.358,0.899,-0.012130001,0.14259,0.74317,0.056,,-0.51,3.01733,27563599872,33871601664.0,1.84,4.7143,1.252,Consumer Defensive,Household & Personal Products,247219699,246213129.0,11.146,1.8787813,2.309,15.361,0.0155299995,0.96041,1.49,2025-12-31,2026-05-01
EL,,25.834517,7.441334,1.42,-0.05949,0.04874,232.908,1.268,0.824,-0.01672,0.14925,0.74651,0.046,-0.455,-0.7,3.17908,29714214912,35888218112.0,1.7,4.7143,1.261,Consumer Defensive,Household & Personal Products,247287571,246266563.0,11.037,2.0032504,2.419,15.272,0.00414,0.97244,2.04,2026-03-31,2026-05-01
ELV,12.819444,11.044531,1.6249263,1.24,0.1325,0.043509997,74.388,1.535,1.412,0.02843,0.0154,0.25563,0.095,0.363,25.2,29.24977,71298637824,68077641728.0,2.13,0.2713,0.498,Healthcare,Healthcare Plans,219664888,220201460.0,198.809,0.3580579,0.342,7.531,0.0019200001,0.94393,1.73,2025-12-31,2026-04-22
ELV,16.468843,13.283187,1.923553,1.42,0.12086,0.03979,72.299,1.479,1.332,0.02616,0.05303,0.25891,0.026,-0.168,23.59,29.2475,84367589376,81296195584.0,1.73,0.2903,0.682,Healthcare,Healthcare Plans,217162380,216706339.0,201.97,0.42096233,0.406,9.518,0.00185,0.9344,4.03,2026-03-31,2026-04-22
ELV,16.50199,12.584885,1.8113894,1.32,0.11133,0.03832,68.953,1.518,1.374,0.02468,0.04559,0.2599,0.014,-0.131,22.61,29.64747,80916103168,74585104384.0,1.84,0.3034,0.683,Healthcare,Healthcare Plans,216869290,216405190.0,205.98,0.4023395,0.371,8.96,0.00184,0.93541,3.32,2026-06-30,2026-07-15
EME,28.573202,25.697584,9.767579,1.08,0.3849,0.11599,12.913,1.22,1.173,0.07493,0.09503999,0.19327,0.197,0.53,28.21,31.36676,36083523584,35259101184.0,0.16,0.0355,1.112,Industrials,Engineering & Construction,44532566,43955869.0,82.523,2.1242568,2.076,19.982,0.01327,0.98023003,2.01,2025-12-31,2026-04-29
EME,24.996975,22.650534,8.552974,0.4,0.39229,0.117539994,13.355,1.26,1.215,0.07537,0.08726,0.19294001,0.197,0.3,29.77,32.85397,33139353600,32671811584.0,0.22,0.038599998,1.126,Industrials,Engineering & Construction,44440278,43882108.0,87.006,1.8672916,1.841,17.652,0.0070200004,0.96348,2.8,2026-03-31,2026-07-30
