Ticker,FiscalDate,Gross Margin (calc),Operating Margin (calc),Net Margin (calc),EBITDA Margin (calc),FCF Margin (calc),ROE (calc),ROA (calc),ROIC (calc),ROCE (calc),P/E (calc),P/S (calc),P/B (calc),P/FCF (calc),EV/EBITDA (calc),EV/Revenue (calc),EV/FCF (calc),Earnings Yield (calc),Debt/Equity (calc),Debt/Assets (calc),Net Debt/EBITDA (calc),Interest Coverage (calc),Current Ratio (calc),Quick Ratio (calc),Asset Turnover (calc),Receivables Turnover (calc),Cash Conversion Cycle (calc),Cash Conversion Ratio (calc),CapEx/Revenue (calc),SBC/Revenue (calc)
CIEN,2026-01-31,0.438333,0.133995,0.105311,0.172524,0.107747,0.053819,0.025505,0.036654,0.043671,352.660195,37.138943,18.979956,344.685433,216.802577,37.403649,347.142154,0.002836,0.568933,0.269614,1.677143,9.521455,2.813853,2.141697,0.242185,1.475119,383.416114,1.514775,0.051775,0.034916
CIEN,2026-04-30,0.440273,0.151951,0.138928,0.18994,0.139205,0.075451,0.036132,0.05096,0.053507,242.868812,33.741336,18.324588,242.386749,178.908306,33.981825,244.114343,0.004117,0.546493,0.261709,1.628958,11.467044,2.726743,2.108939,0.26008,1.492291,328.389057,1.190093,0.026133,0.035316
CINF,2024-12-31,,,0.159574,,0.251379,0.029064,0.011096,,,69.051395,11.01884,2.006876,43.833565,,10.871086,43.245793,0.014482,0.062792,0.023972,,37.846154,,,0.069532,0.726804,,1.585185,0.001576,
CINF,2025-03-31,,,-0.035074,,0.119641,-0.006561,-0.002414,,,-310.731275,10.898603,2.038622,91.093859,,10.752461,89.872364,-0.003218,0.064003,0.023554,,-8.846154,,,0.068838,0.646185,,-3.444444,0.001169,
CINF,2025-06-30,,,0.210899,,0.226909,0.047899,0.017636,,,40.826007,8.610165,1.955515,37.945475,,8.494709,37.436656,0.024494,0.061814,0.022759,,62.071429,,,0.083621,0.779084,,1.081752,0.001232,
CINF,2025-09-30,,,0.301127,,0.297638,0.072829,0.027658,,,24.924969,7.505586,1.815255,25.217146,,7.404942,24.879004,0.04012,0.057315,0.021766,,109.692308,,,0.091848,0.934772,,0.99287,0.001342,
CINF,2025-12-31,,,0.218699,,0.303785,0.042486,0.016487,,,41.369548,9.047498,1.75764,29.78255,,8.926178,29.38319,0.024172,0.055685,0.021609,,65.615385,,,0.075387,0.814064,,1.400888,0.002588,
CINF,2026-03-31,,,0.095704,,0.228432,0.017437,0.006649,,,102.065017,9.768011,1.779675,42.761185,,9.63703,42.187792,0.009798,0.056256,0.021451,,26.076923,,,0.069472,0.725177,,2.394161,0.000699,
CL,2024-12-31,0.603033,0.227503,0.149444,0.240849,0.219414,3.485849,0.046055,0.108143,0.10139,100.67876,15.045825,350.95096,68.572907,68.259114,16.440163,74.927747,0.009933,40.150943,0.530475,5.753988,,0.923251,0.578225,0.308176,3.251151,146.109007,1.717185,0.037209,0.00546
CL,2025-03-31,0.608226,0.2191,0.140501,0.23763,0.096925,1.900826,0.041449,0.094961,0.104128,107.828411,15.149991,204.963095,156.30589,69.662901,16.553982,170.791187,0.009274,22.779614,0.496726,6.132819,15.439394,0.847398,0.537677,0.295008,2.846957,189.862492,0.869565,0.025249,0.004683
CL,2025-06-30,0.600587,0.21135,0.145401,0.240509,0.151859,1.058405,0.04253,0.087636,0.100795,100.136748,14.560001,105.98519,95.878355,66.14858,15.909316,104.763666,0.009986,12.475783,0.501317,6.13751,15.183099,0.885018,0.572103,0.292501,2.882121,185.658046,1.189771,0.021135,0.006262
CL,2025-09-30,0.594231,0.206393,0.143247,0.237186,0.215553,0.858645,0.041969,0.088166,0.096124,101.226672,14.50041,86.917761,67.270889,66.800826,15.844203,73.505068,0.009879,9.83528,0.480729,5.866886,15.80597,0.929649,0.604988,0.292982,2.839513,171.144034,1.715646,0.030209,0.014032
CL,2025-12-31,0.60153,0.194837,-0.007075,0.065966,0.243977,-0.685185,-0.002266,0.0,0.018149,-2010.854151,14.225928,1377.807474,58.308467,235.642334,15.544284,63.712073,-0.000497,158.407407,0.523821,19.42029,2.6875,0.833066,0.536553,0.320269,3.122388,106.9145,-39.27027,0.033843,0.005354
CL,2026-03-31,0.605935,0.181067,0.121337,0.20849,0.114388,4.455172,0.038892,0.090659,0.089359,115.172761,13.974756,513.114507,122.170121,73.240185,15.269836,133.491963,0.008683,54.986207,0.480012,5.98018,15.387097,1.024941,0.673407,0.32053,2.818422,127.765319,1.156347,0.02592,0.007513
CLX,2024-12-31,0.437722,0.137011,0.114472,0.185053,0.075326,-4.707317,0.034606,0.071869,0.067325,60.347901,6.908152,-284.076706,91.709803,48.397899,8.956195,118.898777,0.016571,-75.414634,0.55442,7.634615,11.772727,0.943353,0.601156,0.302313,2.79602,-203.655608,0.932642,0.031435,0.016014
CLX,2025-03-31,0.446043,0.142686,0.111511,0.199041,0.139688,6.888889,0.033745,0.069801,0.082514,62.619059,6.982701,431.375739,49.987747,45.482363,9.052845,64.807488,0.01597,109.037037,0.534107,6.960843,12.043478,0.737819,0.443155,0.302612,2.79397,-414.886403,1.537634,0.031775,0.014388
CLX,2025-06-30,0.464789,0.211268,0.167002,0.245976,0.110161,1.034268,0.059701,0.122533,0.118616,35.081762,5.858725,36.283941,53.18331,30.879641,7.595646,68.950432,0.028505,8.971963,0.517892,4.746421,19.636364,0.837936,0.565399,0.35749,2.469565,39.740085,0.885542,0.037726,0.008551
CLX,2025-09-30,0.417075,0.083975,0.055983,0.130161,0.039888,-3.636364,0.014472,0.034302,0.039466,145.589312,8.150556,-529.41568,204.335876,81.183573,10.566931,264.914818,0.006869,-139.909091,0.556802,13.639785,5.652174,0.758729,0.500448,0.258502,2.032717,-411.973983,1.1625,0.025192,0.006998
CLX,2025-12-31,0.43156,0.141064,0.093843,0.17633,0.160789,-1.256,0.027971,0.066239,0.073484,74.185637,6.961832,-93.17716,43.297937,51.186931,9.025789,56.134367,0.01348,-25.736,0.573134,8.698305,9.6,0.736259,0.477205,0.298058,2.493294,-371.362287,1.980892,0.025105,0.014345
CLX,2026-03-31,0.432335,0.17006,0.111976,0.204192,-0.098802,-2.791045,0.029055,0.052827,0.086254,62.284198,6.974338,-173.837984,-70.588757,44.281949,9.042003,-91.516028,0.016055,-66.955224,0.697017,8.478006,10.481481,0.840254,0.653883,0.259478,2.488823,-196.398109,-0.652406,0.025749,0.008982
CMCSA,2024-12-31,0.685843,0.156483,0.149684,0.265589,0.10215,0.055832,0.017944,0.027045,0.020487,17.790104,2.662885,0.99326,26.068505,20.103035,5.33914,52.26789,0.056211,1.15817,0.372235,10.827159,4.343312,0.677118,,0.119882,2.336139,,1.691438,0.151031,0.009557
CMCSA,2025-03-31,0.718439,0.189347,0.112925,0.314217,0.18135,0.038955,0.012604,0.022353,0.024582,25.180244,2.843488,0.980901,15.67958,18.144321,5.701252,31.437882,0.039714,1.144094,0.370176,9.639974,5.278095,0.64534,,0.111614,2.320239,,2.457481,0.096162,0.012781
CMCSA,2025-06-30,0.750074,0.197704,0.366938,0.656682,0.148517,0.114847,0.040617,0.022779,0.065075,7.640324,2.803527,0.877465,18.876794,8.559898,5.62113,37.848361,0.130885,1.048291,0.370743,4.613735,14.255204,0.913312,,0.110692,2.324617,,0.702598,0.109293,0.01059
CMCSA,2025-09-30,0.722578,0.177351,0.106802,0.308225,0.158504,0.034322,0.012205,0.020519,0.023288,25.505199,2.723999,0.875386,17.185708,17.719771,5.461675,34.457699,0.039208,1.020416,0.362875,9.332155,4.960993,0.882423,,0.11428,2.361159,,2.608944,0.120136,0.009969
CMCSA,2025-12-31,0.681058,0.107892,0.0671,0.231291,0.13519,0.022373,0.007952,0.017066,0.013739,39.19895,2.630248,0.876994,19.455889,22.801194,5.273702,39.00946,0.025511,1.02099,0.362897,11.970561,2.917407,0.881965,,0.118512,2.329656,,4.077952,0.13844,0.00848
CMCSA,2026-03-31,0.654004,0.131449,0.06911,0.244556,0.124011,0.024628,0.008361,0.016769,0.016882,39.090766,2.701571,0.962722,21.78501,22.149138,5.416706,43.679395,0.025581,1.071799,0.36389,11.067724,3.498172,0.865318,,0.120988,2.234479,,3.169733,0.09505,0.013574
CME,2024-12-31,0.855242,0.620927,0.573395,0.800302,0.650167,0.03302,0.006363,0.02525,0.032371,101.2373,58.049002,3.342865,89.283193,73.746999,59.019839,90.776405,0.009878,0.129422,0.024941,0.438765,27.943489,1.007033,,0.011097,2.66149,,1.163846,0.017177,0.017767
CME,2025-03-31,0.87414,0.674664,0.582232,0.833587,0.671254,0.035375,0.006058,0.027951,0.035332,92.597932,53.913501,3.275614,80.317618,65.758189,54.815175,81.660886,0.010799,0.126501,0.021665,1.47122,30.851319,1.016679,,0.010405,2.132303,,1.167747,0.008646,0.012909
CME,2025-06-30,0.869031,0.667435,0.605851,0.861525,0.614716,0.036955,0.005698,0.027928,0.037031,86.374151,52.329871,3.191973,85.12849,61.756851,53.20506,86.552217,0.011578,0.123307,0.019012,0.98724,31.234091,1.018595,,0.009405,2.534452,,1.032582,0.010875,0.012234
CME,2025-09-30,0.845473,0.632544,0.590531,0.847815,0.617651,0.03221,0.004852,0.023735,0.03251,97.513373,57.58464,3.140873,93.231697,69.057196,58.547711,94.790946,0.010255,0.121364,0.018282,0.747545,27.75,1.021483,,0.008216,2.391663,,1.066189,0.011967,0.015609
CME,2025-12-31,0.853764,0.618427,0.717474,1.033845,0.668041,0.041176,0.005961,0.023767,0.042544,74.851756,53.704217,3.082064,80.390542,52.814879,54.60239,81.735029,0.01336,0.119127,0.017247,,37.118993,1.031583,,0.008309,2.579318,,0.958576,0.019713,0.017529
CME,2026-03-31,0.881389,0.696612,0.613957,0.871124,0.658529,0.043365,0.005715,0.033307,0.043186,76.706352,47.094379,3.326376,71.514532,54.965784,47.882007,72.710574,0.013037,0.128604,0.016947,0.630114,35.65367,1.018093,,0.009308,2.009727,,1.091484,0.011595,0.011595
CMG,2024-12-31,0.247516,0.150834,0.1166,0.180313,0.124375,0.090756,0.036044,0.088704,0.053408,133.158977,15.526377,12.085022,124.835341,94.634617,17.063806,137.196596,0.00751,1.242118,0.493311,,,1.523473,1.481599,0.309126,19.764176,-9.107438,1.587785,0.060761,0.016106
CMG,2025-03-31,0.262106,0.171682,0.134457,0.202013,0.143384,0.110746,0.042746,0.109007,0.062072,114.271777,15.364684,12.655106,107.157665,83.589114,16.886103,117.768467,0.008751,1.327198,0.512277,,,1.5223,1.484384,0.317915,28.301406,-17.384975,1.440963,0.050364,0.013077
CMG,2025-06-30,0.273628,0.187744,0.142367,0.217432,0.130816,0.123612,0.047053,0.123124,0.070685,101.294703,14.421054,12.521234,110.238894,72.89198,15.849033,121.154801,0.009872,1.354966,0.515772,,,1.650775,1.615093,0.330506,29.17406,-16.349659,1.287072,0.052421,0.012257
CMG,2025-09-30,0.244913,0.165915,0.127222,0.196055,0.135243,0.118598,0.041167,0.118921,0.06128,115.616351,14.708899,13.711849,108.75925,82.453187,16.165381,119.528642,0.008649,1.545738,0.536544,,,1.542332,1.501955,0.323583,31.336797,-22.754905,1.490907,0.054433,0.006265
CMG,2025-12-31,0.234211,0.149397,0.11092,0.180469,0.07655,0.116912,0.036793,0.12017,0.057098,133.493753,14.80717,15.607025,193.430309,90.172775,16.273383,212.583869,0.007491,1.793189,0.564322,,,1.234661,1.192993,0.331703,19.068111,-6.946992,1.286802,0.066182,0.008573
CMG,2026-03-31,0.232806,0.135521,0.098057,0.16684,0.15252,0.125777,0.034399,0.129718,0.055317,145.884589,14.305017,18.348859,93.791224,94.231277,15.721507,103.078475,0.006855,2.178852,0.595905,,,0.919155,0.883041,0.350808,32.530411,-19.991616,2.150919,0.058393,0.009067
CMI,2024-12-31,0.240796,0.078608,0.049485,0.12099,0.104416,0.040697,0.013253,0.025756,0.036984,214.07452,10.593483,8.712214,101.454818,93.505043,11.313147,108.347113,0.004671,0.739753,0.2409,5.272016,8.438202,1.313156,0.80203,0.267819,1.63038,325.810068,3.401914,0.063928,
CMI,2025-03-31,0.263641,0.122706,0.100807,0.178982,-0.020186,0.07543,0.02533,0.041454,0.056977,108.596055,10.94729,8.191427,-542.322117,65.319312,11.69099,-579.16457,0.009208,0.735536,0.246995,4.071087,15.506494,1.342549,0.813564,0.251268,1.439085,363.515512,-0.003641,0.019819,
CMI,2025-06-30,0.263913,0.128196,0.102974,0.18408,0.064098,0.075494,0.025979,0.042179,0.054795,100.542864,10.353251,7.590394,161.52193,60.064207,11.056595,172.494863,0.009946,0.736619,0.253481,3.640478,15.08046,1.64159,1.032089,0.252284,1.471399,370.609542,0.882022,0.026727,
CMI,2025-09-30,0.255982,0.115667,0.064446,0.14308,0.121077,0.04443,0.015934,0.032925,0.037752,166.946174,10.759066,7.41737,88.861121,80.304331,11.489979,94.897869,0.00599,0.678216,0.243237,4.242017,11.0,1.768564,1.106833,0.24725,1.474645,391.263902,2.434701,0.03583,
CMI,2025-12-31,0.228561,0.091495,0.06947,0.135075,0.115979,0.04802,0.017445,0.03076,0.035805,150.899071,10.483031,7.246186,90.38702,82.881313,11.195191,96.527428,0.006627,0.657057,0.238703,4.082394,10.646341,1.761186,1.155359,0.251118,1.467171,360.855565,2.586847,0.06373,
CMI,2026-03-31,0.267087,0.119076,0.077876,0.153846,0.014289,0.052951,0.018987,0.036335,0.041601,136.824387,10.655293,7.245012,745.692911,73.964515,11.379156,796.351283,0.007309,0.667152,0.239222,3.925697,13.289474,1.709354,1.106816,0.243809,1.286458,384.121934,0.472477,0.022505,
CMS,2024-12-31,0.440925,0.213675,0.133233,0.408245,-0.276521,0.032199,0.007378,0.014479,0.015,85.856341,11.438879,2.764512,-41.367146,52.299176,21.350895,-77.212601,0.011647,2.01288,0.461192,20.1367,2.7,0.792389,0.573985,0.055373,1.896092,88.778235,1.520755,0.479135,
CMS,2025-03-31,0.426645,0.20188,0.124234,0.381283,0.094401,0.036473,0.008376,0.016305,0.016187,74.841876,9.297887,2.729686,98.493205,45.516539,17.354692,183.839527,0.013362,2.035513,0.467447,17.566988,2.914439,1.059003,0.838219,0.06742,2.408465,57.111914,3.391447,0.326931,
CMS,2025-06-30,0.388466,0.17247,0.109358,0.410773,-0.379217,0.023946,0.005332,0.009201,0.013158,113.193683,12.378635,2.710499,-32.642655,56.24759,23.104968,-60.928165,0.008834,2.14975,0.47866,22.598675,2.281407,0.999061,0.768773,0.048755,1.989177,52.625489,1.905473,0.587595,
CMS,2025-09-30,0.433449,0.238001,0.137061,0.411183,-0.347848,0.03125,0.007288,0.014479,0.015534,82.136933,11.257759,2.566779,-32.364055,51.103406,21.012831,-60.408152,0.012175,2.038921,0.475505,21.148014,2.674877,0.89941,0.603539,0.053173,2.191974,90.64758,1.238267,0.517566,
CMS,2025-12-31,0.408419,0.194805,0.129422,0.378863,-0.283923,0.031605,0.007236,0.01289,0.013849,78.726403,10.188952,2.488181,-35.886326,50.197318,19.017882,-66.982541,0.012702,2.06671,0.473148,21.576832,2.411483,0.978579,0.755637,0.055907,1.709801,46.586425,1.653979,0.497985,
CMS,2026-03-31,0.393773,0.179487,0.124542,0.358242,-0.094139,0.035918,0.00844,0.013363,0.015425,66.917442,8.33404,2.403542,-88.528912,43.42222,15.555652,-165.240975,0.014944,2.015424,0.473576,19.060327,2.77451,0.842149,0.663419,0.067767,1.947218,57.546584,2.164706,0.363736,
CNC,2024-12-31,0.091165,0.004289,0.006935,0.020414,-0.01816,0.010716,0.003433,0.003142,0.010771,115.928878,0.804016,1.242252,-44.275132,30.657709,0.625852,-34.464065,0.008626,0.735668,0.23566,5.366146,3.017442,1.109104,,0.494936,2.069954,,-2.074205,0.003774,0.00076
CNC,2025-03-31,0.111583,0.032904,0.028121,0.047855,0.029494,0.046962,0.015061,0.024969,0.038396,25.025074,0.70373,1.175235,23.860271,11.446827,0.547788,18.572998,0.03996,0.656254,0.210468,1.571044,11.270588,1.111596,,0.535591,2.077911,,1.151793,0.002896,0.001266
CNC,2025-06-30,0.060461,-0.008268,-0.005191,0.004678,0.032354,-0.009232,-0.002928,-0.008959,-0.001754,-129.675385,0.673092,1.197105,20.803977,112.00821,0.52394,16.193958,-0.007712,0.641356,0.203449,13.438596,-0.511765,1.097945,,0.564176,2.2616,,-7.055336,0.004267,0.000718
CNC,2025-09-30,0.065426,-0.004246,-0.133447,-0.124512,0.023043,-0.316546,-0.08078,-0.005442,-0.156885,-4.947651,0.660251,1.566158,28.653164,-4.127666,0.513944,22.303818,-0.202116,0.839364,0.2142,-0.084855,-38.258824,1.08447,,0.605333,2.150244,,-0.204494,0.004246,0.001046
CNC,2025-12-31,0.049613,-0.024776,-0.022142,-0.021036,0.004505,-0.05518,-0.014346,-0.023513,-0.034331,-29.798249,0.659786,1.644258,146.463717,-24.414791,0.513582,114.008357,-0.033559,0.910239,0.236648,,-8.184524,1.10012,,0.647908,2.746479,,-0.396912,0.004284,0.001166
CNC,2026-03-31,0.111285,0.037262,0.030855,0.051317,0.083413,0.071919,0.018984,0.0361,0.055021,21.289989,0.656893,1.531146,7.875149,9.964055,0.51133,6.13007,0.04697,0.764036,0.201675,,13.79878,1.123461,,0.615263,2.570987,,2.833225,0.004004,0.001342
CNP,2024-12-31,0.431477,0.213528,0.109637,0.37931,-0.496463,0.023251,0.005666,0.013526,0.012638,113.767457,12.473178,2.645259,-25.124069,60.26029,22.857351,-46.040364,0.00879,1.965404,0.478957,24.404429,2.261261,1.083066,0.906551,0.051682,3.154812,-56.302158,3.584677,0.889478,
CNP,2025-03-31,0.399315,0.22226,0.101712,0.335274,-0.215068,0.027111,0.006676,0.015386,0.015383,94.997742,9.662442,2.575475,-44.927276,52.812389,17.706619,-82.330141,0.010527,2.025285,0.498741,21.382022,2.588235,0.931322,0.794416,0.065639,3.360184,18.311431,1.380471,0.355479,
CNP,2025-06-30,0.476852,0.214506,0.101852,0.420782,-0.292695,0.017969,0.00449,0.009999,0.011088,142.496613,14.513544,2.560516,-49.585816,63.207003,26.596363,-90.86701,0.007018,1.961884,0.490215,26.314181,2.297436,0.792963,0.605142,0.044083,2.43609,74.820414,2.828283,0.580761,
CNP,2025-09-30,0.5166,0.252515,0.147384,0.46328,-0.241449,0.026552,0.006504,0.015058,0.013459,96.294639,14.192319,2.556804,-58.779853,56.138251,26.007711,-107.715268,0.010385,2.021115,0.495083,24.175896,2.176955,0.513495,0.377329,0.04413,2.526048,73.849306,2.532423,0.614688,
CNP,2025-12-31,0.437525,0.216367,0.105389,0.384032,-0.282236,0.023671,0.005673,0.012703,0.01383,106.87246,11.263205,2.529752,-39.907114,53.745664,20.640051,-73.130592,0.009357,2.060432,0.493832,23.848233,2.453744,0.910703,0.79377,0.053832,3.10794,-29.698698,2.931818,0.591218,
CNP,2026-03-31,0.416134,0.221176,0.106218,0.373445,-0.307899,0.027601,0.006606,0.01407,0.016179,89.285852,9.483808,2.464349,-30.80167,46.53765,17.37927,-56.444682,0.0112,2.155909,0.515981,21.641764,2.46595,1.164721,1.039157,0.06219,3.411697,32.177735,0.892405,0.402689,
COF,2024-12-31,,,0.107556,,0.205299,0.018031,0.002236,,,116.925664,12.576107,2.108294,61.257423,,10.927534,53.227328,0.008552,0.740145,0.091787,,,,,0.02079,4.024487,,2.233577,0.034936,0.014132
COF,2025-03-31,,,0.1404,,0.4319,0.022096,0.002844,,,91.275305,12.815053,2.016785,29.671342,,11.135157,25.781794,0.010956,0.64839,0.083468,,,,,0.020259,3.847634,,3.324074,0.0348,0.0177
COF,2025-06-30,,,-0.340065,,0.450584,-0.038547,-0.00649,,,-29.962714,10.189276,1.154967,22.613469,,8.853588,19.649121,-0.033375,0.467969,0.078796,,,,,0.019086,3.728728,,-1.418284,0.031725,0.01789
COF,2025-09-30,,,0.206415,,0.56693,0.028046,0.004823,,,40.147409,8.287023,1.125974,14.617375,,7.200696,12.701217,0.024908,0.446926,0.076851,,,,,0.023364,4.474537,,2.867794,0.025026,0.011252
COF,2025-12-31,,,0.138634,,0.479893,0.018783,0.00319,,,60.051794,8.325247,1.127927,17.348115,,7.23391,15.073991,0.016652,0.443714,0.075355,,,,,0.023009,4.408076,,3.669634,0.028844,0.012993
COF,2026-03-31,,,0.142735,,0.359136,0.019366,0.003183,,,58.946885,8.413796,1.141541,23.427884,,7.310851,20.356777,0.016964,0.456632,0.075065,,,,,0.022303,4.402023,,2.770469,0.036308,0.008601
COHR,2024-12-31,0.355031,0.10099,0.072062,0.228027,0.056944,0.013609,0.007282,0.012691,0.01495,525.312941,37.855164,7.148721,664.775245,170.107759,38.789238,681.178548,0.001904,0.53497,0.286266,8.993275,2.997635,2.671255,1.644313,0.101052,1.608749,485.12629,1.812439,0.073664,0.028389
COHR,2025-03-31,0.352291,0.097151,0.010489,0.142698,0.03414,0.002011,0.001088,0.002859,0.005188,3456.780498,36.257587,6.950117,1062.018037,260.356139,37.152242,1088.22329,0.000289,0.504791,0.273075,13.294123,1.172649,2.471508,1.541968,0.103697,1.483007,477.19071,10.37216,0.074652,0.027345
COHR,2025-06-30,0.357092,0.094792,-0.062519,0.082679,-0.000697,-0.011764,-0.006413,0.015537,-0.000638,-567.977896,35.509481,6.681961,-50946.977861,440.08448,36.385676,-52204.092518,-0.001761,0.479056,0.261128,21.966604,-0.152076,2.188023,1.387041,0.102571,1.586468,449.323178,-1.362533,0.085881,0.028501
COHR,2025-09-30,0.366263,0.108917,0.143134,0.251702,-0.036671,0.027155,0.015399,0.018849,0.021261,239.936905,34.343135,6.515443,-936.515639,139.810376,35.190551,-959.624125,0.004168,0.420593,0.238512,6.167801,4.6935,2.328349,1.387894,0.107585,1.539457,484.289533,0.203027,0.065731,0.027909
COHR,2025-12-31,0.369488,0.117834,0.08704,0.201672,-0.056773,0.017181,0.009724,0.0143,0.016285,370.164864,32.219117,6.359948,-567.509022,163.702147,33.014123,-581.512285,0.002701,0.415318,0.23506,7.319226,4.656921,2.251763,1.304646,0.111722,1.598342,478.859493,0.394637,0.091122,0.025372
COHR,2026-03-31,0.376567,0.125341,0.106002,0.200363,-0.212379,0.017927,0.011072,0.01608,0.015086,283.745616,30.077672,5.086594,-141.622345,153.820281,30.819838,-145.116871,0.003524,0.320794,0.198136,4.425446,5.137237,3.049621,2.04329,0.104453,1.520079,494.147297,-0.490052,0.160433,0.027219
COIN,2024-12-31,0.755612,0.447692,0.56839,0.682507,0.424636,0.125639,0.057279,0.058934,0.103928,32.059885,18.222522,4.027984,42.913313,25.103957,17.133625,40.349004,0.031192,0.456769,0.20824,,73.88679,2.280811,,0.100774,17.920913,,0.747085,,0.09772
COIN,2025-03-31,0.754402,0.363846,0.032251,0.067001,0.419159,0.006267,0.003019,0.040049,0.006958,630.9437,20.34855,3.954338,48.546084,285.556682,19.132611,45.645185,0.001585,0.412881,0.198893,,5.020087,2.51736,,0.093613,13.846842,,12.996799,,0.093757
COIN,2025-06-30,0.715324,-0.022276,0.954376,1.254474,-0.472177,0.118141,0.060866,-0.0016,0.120976,28.969805,27.648098,3.422516,-58.554537,20.722601,25.995971,-55.055578,0.034519,0.364577,0.18783,,89.812905,2.125011,,0.063776,10.886806,,-0.494749,,0.131017
COIN,2025-09-30,0.746081,0.238023,0.231473,0.307164,-0.41982,0.026995,0.013797,0.016497,0.02364,95.699371,22.151822,2.583435,-52.765026,67.807865,20.828127,-49.612022,0.010449,0.460059,0.23513,,24.061587,2.404216,,0.059605,11.18951,,-1.813689,,0.118837
COIN,2025-12-31,0.765394,0.170978,-0.374332,-0.444998,1.720903,-0.045071,-0.02247,0.010204,-0.041187,-62.086254,23.240851,2.798269,13.505029,-49.106074,21.852081,12.698029,-0.016107,0.529401,0.263936,,-38.229275,2.343154,,0.060028,10.058386,,-4.597269,,0.129402
COIN,2026-03-31,0.696671,0.009717,-0.278926,-0.26478,0.129332,-0.029236,-0.013661,0.000548,-0.022492,-105.032146,29.296165,3.070712,226.518815,-104.031689,27.545557,212.983057,-0.009521,0.590807,0.276075,,-19.590412,2.14123,,0.048979,7.791679,,-0.46368,,0.175554
COO,2025-01-31,0.684358,0.18866,0.108117,0.280191,0.104903,0.012833,0.008534,0.011612,0.015977,134.090562,14.497404,1.720823,138.198079,61.315749,17.180105,163.771214,0.007458,0.312515,0.20781,9.011839,6.896154,1.987795,1.144558,0.07893,1.346594,1039.891652,1.827421,0.092671,
COO,2025-04-30,0.677542,0.184376,0.087499,0.2607,0.018058,0.010582,0.007065,0.010318,0.014797,159.471443,13.953552,1.687478,772.6876,63.427657,16.535615,915.671097,0.006271,0.311949,0.208272,9.438194,6.971074,2.099457,1.230025,0.080742,1.283519,1002.742322,1.096921,0.077921,
COO,2025-07-31,0.652645,0.165708,0.09271,0.257191,0.155145,0.011769,0.007942,0.0105,0.015598,142.275133,13.190272,1.674366,85.019122,60.776116,15.631092,100.751653,0.007029,0.296703,0.200239,8.619729,6.980315,2.116424,1.244233,0.085669,1.338256,892.242141,2.659207,0.091389,
COO,2025-10-31,0.611022,0.131819,0.079429,0.224955,0.140738,0.010268,0.006825,0.009467,0.012516,165.314959,13.130829,1.697514,93.299837,69.172149,15.560649,110.564689,0.006049,0.304082,0.202125,9.98414,5.786885,1.892883,1.132638,0.085931,1.284801,764.766534,2.93026,0.09201,
COO,2026-01-31,0.67884,0.207792,0.127722,0.302802,0.154965,0.015639,0.010528,0.013334,0.019818,106.923896,13.656523,1.672164,88.126311,53.446136,16.183622,104.433818,0.009352,0.298871,0.201196,7.650758,9.580357,1.337219,0.787993,0.082428,1.268864,1009.668649,1.994648,0.099795,
COO,2026-04-30,0.679982,-0.028664,-0.07203,0.062783,0.089135,-0.009455,-0.006241,-0.002898,-0.002575,-179.533319,12.931711,1.697514,145.079311,244.089055,15.324685,171.925797,-0.00557,0.298608,0.197095,34.151694,-1.315789,1.274339,0.777636,0.086643,1.336505,972.411216,-2.346598,0.079889,
COP,2024-12-31,0.294184,0.208415,0.161984,0.415004,0.080079,0.035589,0.018782,0.026125,0.029334,60.602995,9.816698,2.156777,122.588164,26.525812,11.008324,137.46886,0.016501,0.375394,0.19811,3.008971,11.76087,1.290581,1.141372,0.115947,2.126363,17.815536,1.932784,0.233001,
COP,2025-03-31,0.30738,0.255373,0.172489,0.454744,0.165708,0.043671,0.022929,0.030226,0.042957,49.052477,8.46101,2.142164,51.059739,20.864665,9.488073,57.257764,0.020386,0.364573,0.191414,2.326588,15.936455,1.268362,1.130017,0.132929,2.580781,-34.210255,2.146367,0.204517,
COP,2025-06-30,0.250571,0.18609,0.140746,0.447515,0.01421,0.030059,0.016077,0.019107,0.029961,70.903352,9.979328,2.131253,702.263852,25.006303,11.190696,787.510051,0.014104,0.358827,0.191918,2.972395,10.2263,1.268797,1.096122,0.114226,2.456411,-12.085753,1.768138,0.234647,
COP,2025-09-30,0.241168,0.183487,0.114829,0.407558,0.200386,0.026585,0.014093,0.01839,0.029376,80.967848,9.297486,2.152558,46.397911,25.581864,10.426086,52.030047,0.012351,0.36169,0.191734,2.974535,10.236593,1.322675,1.179365,0.12273,2.616818,-5.28877,3.405562,0.190673,
COP,2025-12-31,0.192428,0.131422,0.107676,0.423088,0.0967,0.022361,0.011826,0.012975,0.023052,96.91436,10.435372,2.167111,107.915449,27.658754,11.702098,121.015058,0.010318,0.363546,0.19226,2.849629,8.741379,1.297361,1.140912,0.109825,2.303802,11.792527,2.994452,0.225732,
COP,2026-03-31,0.272572,0.214898,0.138506,0.416471,0.085464,0.033823,0.017788,0.025021,0.033213,64.017639,8.866855,2.165298,103.749448,23.874848,9.943183,116.343356,0.015621,0.361429,0.190075,2.65844,12.4,1.289449,1.137693,0.128425,2.235603,0.680357,1.967476,0.187044,
